row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls
229,229,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08031063946976821249,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08031063946976821249?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
230,230,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08031063946976821249,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08031063946976821249?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
231,231,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08149803162597851137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08149803162597851137?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
232,232,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08149803162597851137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08149803162597851137?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
233,233,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08149803162597851137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08149803162597851137?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
234,234,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08358939370941579265,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08358939370941579265?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
235,235,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08358939370941579265,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08358939370941579265?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
236,236,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08358939370941579265,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08358939370941579265?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
237,237,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08358939370941579265,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08358939370941579265?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
238,238,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08493834715931869185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08493834715931869185?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
239,239,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08493834715931869185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08493834715931869185?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
240,240,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08493834715931869185,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08493834715931869185?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
241,241,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08620158319811624961,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08620158319811624961?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
242,242,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08620158319811624961,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08620158319811624961?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
243,243,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08620158319811624961,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08620158319811624961?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
244,244,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08620158319811624961,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08620158319811624961?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
245,245,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08620158319811624961,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08620158319811624961?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
246,246,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08733649540663476225,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08733649540663476225?region=IN,YouTubeVideo,2026-06-29,2356,0,1,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
247,247,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08734232144387244033,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08734232144387244033,Unknown,,,0,1,,,,,,,,,,,,,,2026-06-29,detail-fetch: HTTPError,,2026-06-29,2026-06-29,,,,
248,248,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08793678365824385025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08793678365824385025?region=IN,YouTubeVideo,2026-06-29,2356,0,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
249,249,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08793678365824385025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08793678365824385025?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
250,250,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08793678365824385025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08793678365824385025?region=IN,YouTubeVideo,2026-06-29,2356,2,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
251,251,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08793678365824385025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08793678365824385025?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
252,252,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08852009313103773697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08852009313103773697?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
253,253,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08852009313103773697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08852009313103773697?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
254,254,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08852009313103773697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08852009313103773697?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
255,255,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08852009313103773697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08852009313103773697?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
256,256,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08852009313103773697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08852009313103773697?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
257,257,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08860669410281521153,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08860669410281521153?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
258,258,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08860669410281521153,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08860669410281521153?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
259,259,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08860669410281521153,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08860669410281521153?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
260,260,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08860669410281521153,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08860669410281521153?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
261,261,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09067798090781556737,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09067798090781556737?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
262,262,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09067798090781556737,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09067798090781556737?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
263,263,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09067798090781556737,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09067798090781556737?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
264,264,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09295687792786931713,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09295687792786931713?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
265,265,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09295687792786931713,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09295687792786931713?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
266,266,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09295687792786931713,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09295687792786931713?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
267,267,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09295687792786931713,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09295687792786931713?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
268,268,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09679862859248435201,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09679862859248435201?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
269,269,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09679862859248435201,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09679862859248435201?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
270,270,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09679862859248435201,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09679862859248435201?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
271,271,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09679862859248435201,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09679862859248435201?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
272,272,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09693630007548575745,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09693630007548575745?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
273,273,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09693630007548575745,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09693630007548575745?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
274,274,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09693630007548575745,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09693630007548575745?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
275,275,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09693630007548575745,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09693630007548575745?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
276,276,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09693630007548575745,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09693630007548575745?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
277,277,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09742146164282621953,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09742146164282621953?region=IN,YouTubeVideo,2026-06-29,2356,0,4,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
278,278,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09742146164282621953,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09742146164282621953?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ಇನ್\u200cಸ್ಟಾಲ್,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
279,279,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09742146164282621953,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09742146164282621953?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
280,280,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09742146164282621953,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09742146164282621953?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
281,281,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09757354883995926529,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09757354883995926529?region=IN,YouTubeVideo,2026-06-29,2356,0,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
282,282,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09757354883995926529,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09757354883995926529?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
283,283,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09757354883995926529,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09757354883995926529?region=IN,YouTubeVideo,2026-06-29,2356,2,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
284,284,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR09757354883995926529,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR09757354883995926529?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
285,285,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10346195630421966849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10346195630421966849?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
286,286,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10346195630421966849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10346195630421966849?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
287,287,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10346195630421966849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10346195630421966849?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
288,288,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10346195630421966849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10346195630421966849?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
289,289,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10584891315525255169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10584891315525255169?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
290,290,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10584891315525255169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10584891315525255169?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
291,291,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10584891315525255169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10584891315525255169?region=IN,YouTubeVideo,2026-06-29,2356,2,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
292,292,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10584891315525255169,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10584891315525255169?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
293,293,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10726035691902337025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10726035691902337025?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
294,294,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10726035691902337025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10726035691902337025?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
295,295,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10726035691902337025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10726035691902337025?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
296,296,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10726035691902337025,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10726035691902337025?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
297,297,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10895639689813819393,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10895639689813819393?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
298,298,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10895639689813819393,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10895639689813819393?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
299,299,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10895639689813819393,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10895639689813819393?region=IN,YouTubeVideo,2026-06-29,2356,2,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
300,300,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR10895639689813819393,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR10895639689813819393?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
301,301,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11098543290725695489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11098543290725695489?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
302,302,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11098543290725695489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11098543290725695489?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
303,303,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11098543290725695489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11098543290725695489?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
304,304,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11098543290725695489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11098543290725695489?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
305,305,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11457896882190155777,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11457896882190155777?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
306,306,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11457896882190155777,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11457896882190155777?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
307,307,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11457896882190155777,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11457896882190155777?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
