row_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls,page_rank
354,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11383191500943785985,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11383191500943785985?region=IN,YouTubeVideo,2026-06-14,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,354
355,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11463094093266026497,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11463094093266026497?region=IN,YouTubeVideo,2026-06-14,2356,0,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,355
356,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11463094093266026497,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11463094093266026497?region=IN,YouTubeVideo,2026-06-14,2356,1,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,356
357,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11463094093266026497,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11463094093266026497?region=IN,YouTubeVideo,2026-06-14,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,357
358,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11513262970595442689,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11513262970595442689?region=IN,YouTubeVideo,2026-06-14,"2524,2050,2356,2586",0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,358
359,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11513262970595442689,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11513262970595442689?region=IN,YouTubeVideo,2026-06-14,"2524,2050,2356,2586",1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,359
360,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11513262970595442689,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11513262970595442689?region=IN,YouTubeVideo,2026-06-14,"2524,2050,2356,2586",2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,360
361,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11513262970595442689,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11513262970595442689?region=IN,YouTubeVideo,2026-06-14,"2524,2050,2356,2586",3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,361
366,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11884472046186397697,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11884472046186397697?region=IN,YouTubeVideo,2026-03-26,2356,0,2,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,366
367,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11884472046186397697,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11884472046186397697?region=IN,YouTubeVideo,2026-03-26,2356,1,2,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,367
368,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11929589981846175745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11929589981846175745?region=IN,YouTubeVideo,2026-06-14,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,368
369,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11929589981846175745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11929589981846175745?region=IN,YouTubeVideo,2026-06-14,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,369
370,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11929589981846175745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11929589981846175745?region=IN,YouTubeVideo,2026-06-14,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,370
371,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11929589981846175745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11929589981846175745?region=IN,YouTubeVideo,2026-06-14,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,371
362,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR11929589981846175745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR11929589981846175745?region=IN,YouTubeVideo,2026-06-01,2356,4,5,,,,,,,,,,,,,,2026-06-01,html5-banner-no-mp4,,2026-06-01,2026-06-01,,,,,
372,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12007664146460966913,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12007664146460966913?region=IN,YouTubeVideo,2026-03-27,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,372
373,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12007664146460966913,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12007664146460966913?region=IN,YouTubeVideo,2026-03-27,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,373
374,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12007664146460966913,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12007664146460966913?region=IN,YouTubeVideo,2026-03-27,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,374
375,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12007664146460966913,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12007664146460966913?region=IN,YouTubeVideo,2026-03-27,2356,3,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,375
376,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12126851138192408577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12126851138192408577?region=IN,YouTubeVideo,2025-10-09,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,376
377,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12126851138192408577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12126851138192408577?region=IN,YouTubeVideo,2025-10-09,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,377
378,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12126851138192408577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12126851138192408577?region=IN,YouTubeVideo,2025-10-09,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,378
379,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12126851138192408577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12126851138192408577?region=IN,YouTubeVideo,2025-10-09,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,379
389,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12697472178082283521,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12697472178082283521?region=IN,YouTubeVideo,2026-06-15,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,389
390,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12697472178082283521,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12697472178082283521?region=IN,YouTubeVideo,2026-06-15,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,390
391,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12697472178082283521,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12697472178082283521?region=IN,YouTubeVideo,2026-06-15,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,391
392,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12697472178082283521,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12697472178082283521?region=IN,YouTubeVideo,2026-06-15,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,392
393,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12901464570383564801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12901464570383564801?region=IN,YouTubeVideo,2025-07-18,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,393
394,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12901464570383564801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12901464570383564801?region=IN,YouTubeVideo,2025-07-18,2356,1,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,394
395,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12901464570383564801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12901464570383564801?region=IN,YouTubeVideo,2025-07-18,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,395
396,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12901464570383564801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12901464570383564801?region=IN,YouTubeVideo,2025-07-18,2356,3,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,396
397,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR12901464570383564801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR12901464570383564801?region=IN,YouTubeVideo,2025-07-18,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,397
398,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13018947619739664385,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13018947619739664385?region=IN,YouTubeVideo,2026-06-15,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,398
403,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13059207337502310401,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13059207337502310401?region=IN,YouTubeVideo,2026-06-15,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,403
408,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13185899114568613889,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13185899114568613889?region=IN,Image,2026-04-18,2356,0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2297982306253570005,,2026-06-15,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR13185899114568613889.jpg,2026-06-01,2026-06-15,,,,,408
409,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13185899114568613889,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13185899114568613889?region=IN,Image,2026-04-18,2356,1,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2297982306253570005,,2026-06-15,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR13185899114568613889.jpg,2026-06-01,2026-06-15,,,,,409
410,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13185899114568613889,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13185899114568613889?region=IN,Image,2026-04-18,2356,2,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2297982306253570005,,2026-06-15,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR13185899114568613889.jpg,2026-06-01,2026-06-15,,,,,410
411,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13276385872107798529,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13276385872107798529?region=IN,YouTubeVideo,2026-06-15,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,411
412,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13276385872107798529,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13276385872107798529?region=IN,YouTubeVideo,2026-06-15,2356,1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,412
413,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13276385872107798529,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13276385872107798529?region=IN,YouTubeVideo,2026-06-15,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,413
414,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13276385872107798529,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13276385872107798529?region=IN,YouTubeVideo,2026-06-15,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,414
415,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13631751397459361793,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13631751397459361793?region=IN,YouTubeVideo,2025-07-18,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,415
416,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13631751397459361793,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13631751397459361793?region=IN,YouTubeVideo,2025-07-18,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,416
417,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13631751397459361793,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13631751397459361793?region=IN,YouTubeVideo,2025-07-18,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,417
418,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13631751397459361793,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13631751397459361793?region=IN,YouTubeVideo,2025-07-18,2356,3,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,418
419,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13802194597620744193,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13802194597620744193?region=IN,YouTubeVideo,2026-06-14,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,419
420,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13802194597620744193,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13802194597620744193?region=IN,YouTubeVideo,2026-06-14,2356,1,5,Confidence वाढवा ₹1 मध्ये,वर्गवारी,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,420
421,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13802194597620744193,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13802194597620744193?region=IN,YouTubeVideo,2026-06-14,2356,2,5,इंस्टॉल करा,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,421
422,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13802194597620744193,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13802194597620744193?region=IN,YouTubeVideo,2026-06-14,2356,3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,422
423,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13802194597620744193,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13802194597620744193?region=IN,YouTubeVideo,2026-06-14,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,423
424,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13838613609598418945,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13838613609598418945?region=IN,YouTubeVideo,2026-06-14,"2050,2356",0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,424
425,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13838613609598418945,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13838613609598418945?region=IN,YouTubeVideo,2026-06-14,"2050,2356",1,5,ইনস্টল করুন,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,425
426,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13838613609598418945,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13838613609598418945?region=IN,YouTubeVideo,2026-06-14,"2050,2356",2,5,ইনস্টল করুন,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,426
427,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13838613609598418945,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13838613609598418945?region=IN,YouTubeVideo,2026-06-14,"2050,2356",3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,427
429,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13862778581664399361,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13862778581664399361?region=IN,YouTubeVideo,2026-06-14,2356,0,4,Seekho English Easy,CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,429
430,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13862778581664399361,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13862778581664399361?region=IN,YouTubeVideo,2026-06-14,2356,1,4,Category,MySivi AI,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,430
431,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13862778581664399361,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13862778581664399361?region=IN,YouTubeVideo,2026-06-14,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,431
432,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13862778581664399361,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13862778581664399361?region=IN,YouTubeVideo,2026-06-14,2356,3,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,432
433,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13876541374867701761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13876541374867701761?region=IN,YouTubeVideo,2025-10-05,2356,0,4,Installed,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,433
434,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13876541374867701761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13876541374867701761?region=IN,YouTubeVideo,2025-10-05,2356,1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,434
435,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13876541374867701761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13876541374867701761?region=IN,YouTubeVideo,2025-10-05,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,435
436,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13876541374867701761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13876541374867701761?region=IN,YouTubeVideo,2025-10-05,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,436
437,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13911443722224009217,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13911443722224009217?region=IN,YouTubeVideo,2026-03-27,2356,0,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,437
438,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13911443722224009217,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13911443722224009217?region=IN,YouTubeVideo,2026-03-27,2356,1,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,438
439,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13911443722224009217,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13911443722224009217?region=IN,YouTubeVideo,2026-03-27,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,439
440,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13911443722224009217,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13911443722224009217?region=IN,YouTubeVideo,2026-03-27,2356,3,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,440
441,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR13911443722224009217,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR13911443722224009217?region=IN,YouTubeVideo,2026-03-27,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,441
442,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14038620109040254977,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14038620109040254977?region=IN,YouTubeVideo,2025-09-27,2356,0,4,Fluent English Se Bano Boss,CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,442
443,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14038620109040254977,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14038620109040254977?region=IN,YouTubeVideo,2025-09-27,2356,1,4,"Fluent English Se Bano Boss | Jab English aati hai, respect milti hai. MySivi se fluency build karo. Start today.",CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,443
444,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14038620109040254977,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14038620109040254977?region=IN,YouTubeVideo,2025-09-27,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,444
445,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14038620109040254977,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14038620109040254977?region=IN,YouTubeVideo,2025-09-27,2356,3,4,Fluent English Se Bano Boss,CATEGORY,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,445
446,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14079136013012172801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14079136013012172801?region=IN,YouTubeVideo,2026-03-27,2356,0,3,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,446
447,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14079136013012172801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14079136013012172801?region=IN,YouTubeVideo,2026-03-27,2356,1,3,Work life ke liye smart English sikho. Abhi free mein try karo.,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,447
448,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14079136013012172801,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14079136013012172801?region=IN,YouTubeVideo,2026-03-27,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,448
453,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14315073341268951041,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14315073341268951041?region=IN,YouTubeVideo,2026-05-15,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,453
454,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR14315073341268951041,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR14315073341268951041?region=IN,YouTubeVideo,2026-05-15,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,454
